index,0,1,2,3,4,5
10/1/2018 4:30,1,0,1,1,1,2
10/1/2018 4:45,0,0,0,0,4,0
10/1/2018 5:00,1,2,2,0,5,3
10/1/2018 5:15,3,5,3,1,5,0
10/1/2018 5:30,5,5,10,3,7,1
10/1/2018 5:45,9,3,3,5,9,3
10/1/2018 6:00,6,6,6,7,16,1
10/1/2018 6:15,12,7,21,5,18,2
10/1/2018 6:30,14,8,11,17,40,6
10/1/2018 6:45,16,16,27,15,48,4
10/1/2018 7:00,23,34,49,14,68,6
10/1/2018 7:15,22,39,49,30,80,10
10/1/2018 7:30,49,47,75,45,116,13
10/1/2018 7:45,61,59,93,55,164,16
10/1/2018 8:00,66,69,120,50,209,17
10/1/2018 8:15,70,91,119,91,224,26
10/1/2018 8:30,65,101,104,88,243,38
10/1/2018 8:45,64,106,86,86,238,27
10/1/2018 9:00,46,68,63,68,177,22
10/1/2018 9:15,45,62,52,50,129,18
10/1/2018 9:30,36,31,70,42,120,23
10/1/2018 9:45,26,41,38,40,120,19
10/1/2018 10:00,16,30,34,35,77,8
10/1/2018 10:15,21,22,46,39,75,10
10/1/2018 10:30,35,26,33,41,64,10
10/1/2018 10:45,21,21,52,42,67,8
10/1/2018 11:00,30,24,43,29,76,10
10/1/2018 11:15,23,28,27,47,75,14
10/1/2018 11:30,30,32,38,53,88,11
10/1/2018 11:45,36,34,50,72,87,12
10/1/2018 12:00,45,49,47,63,104,16
10/1/2018 12:15,29,45,42,48,88,11
10/1/2018 12:30,32,51,56,62,112,16
10/1/2018 12:45,28,36,51,55,94,19
10/1/2018 13:00,35,57,58,51,106,20
10/1/2018 13:15,36,45,49,54,113,19
10/1/2018 13:30,34,52,41,48,82,16
10/1/2018 13:45,29,53,36,52,94,9
10/1/2018 14:00,39,64,24,58,97,15
10/1/2018 14:15,26,53,37,44,72,19
10/1/2018 14:30,27,43,39,63,78,20
10/1/2018 14:45,45,48,52,63,87,15
10/1/2018 15:00,36,66,49,50,81,24
10/1/2018 15:15,39,53,54,64,102,18
10/1/2018 15:30,42,81,67,76,122,18
10/1/2018 15:45,57,92,68,82,139,26
10/1/2018 16:00,91,146,123,147,164,48
10/1/2018 16:15,94,132,108,157,164,34
10/1/2018 16:30,110,135,109,140,205,60
10/1/2018 16:45,107,141,133,123,192,33
10/1/2018 17:00,112,163,127,175,184,42
10/1/2018 17:15,76,137,133,164,233,34
10/1/2018 17:30,102,132,124,140,222,28
10/1/2018 17:45,72,110,124,130,192,34
10/1/2018 18:00,67,103,97,103,186,36
10/1/2018 18:15,68,86,90,92,196,31
10/1/2018 18:30,64,69,92,70,185,24
10/1/2018 18:45,67,58,54,92,155,20
10/1/2018 19:00,33,61,59,70,131,23
10/1/2018 19:15,46,55,57,53,109,12
10/1/2018 19:30,50,45,46,32,129,15
10/1/2018 19:45,33,34,63,42,93,9
10/1/2018 20:00,39,42,51,50,100,9
10/1/2018 20:15,32,24,53,50,91,15
10/1/2018 20:30,30,31,40,40,72,14
10/1/2018 20:45,19,15,25,40,70,9
10/1/2018 21:00,23,16,24,35,80,12
10/1/2018 21:15,16,16,24,55,66,6
10/1/2018 21:30,16,10,31,38,56,14
10/1/2018 21:45,15,12,21,29,57,7
10/1/2018 22:00,15,14,24,27,49,10
10/1/2018 22:15,10,14,31,22,32,9
10/1/2018 22:30,22,19,19,18,53,10
10/1/2018 22:45,19,9,13,20,37,13
10/1/2018 23:00,10,15,17,21,45,4
10/1/2018 23:15,19,5,34,20,45,8
10/1/2018 23:30,29,16,25,11,35,5
10/1/2018 23:45,21,11,23,9,28,2
10/2/2018 0:00,9,7,20,17,21,3
10/2/2018 0:15,3,6,11,6,19,2
10/2/2018 0:30,10,4,7,6,20,1
10/2/2018 0:45,3,4,6,4,12,4
10/2/2018 1:00,2,1,8,7,14,1
10/2/2018 1:15,3,0,2,6,11,0
10/2/2018 1:30,3,1,4,7,5,1
10/2/2018 1:45,4,0,6,5,7,1
10/2/2018 2:00,0,1,4,3,3,1
10/2/2018 2:15,1,0,1,2,6,0
10/2/2018 2:30,1,0,2,0,1,1
10/2/2018 2:45,0,0,0,2,3,0
10/2/2018 3:00,2,0,0,3,1,0
10/2/2018 3:15,2,0,1,0,1,1
10/2/2018 3:30,1,0,2,1,4,0
10/2/2018 3:45,1,1,0,0,3,1
10/2/2018 4:00,1,0,1,0,2,0
10/2/2018 4:15,2,0,0,0,2,0
10/2/2018 4:30,1,0,0,1,2,0
10/2/2018 4:45,0,0,1,0,2,0
10/2/2018 5:00,1,3,0,2,1,0
10/2/2018 5:15,1,0,0,0,4,0
10/2/2018 5:30,1,1,2,3,6,0
10/2/2018 5:45,4,1,3,6,4,1
10/2/2018 6:00,1,3,2,5,12,1
10/2/2018 6:15,5,3,4,7,12,0
10/2/2018 6:30,4,7,5,5,17,1
10/2/2018 6:45,7,8,6,6,21,3
10/2/2018 7:00,4,6,14,5,24,2
10/2/2018 7:15,8,10,17,9,27,4
10/2/2018 7:30,8,14,26,13,41,3
10/2/2018 7:45,13,14,27,13,52,2
10/2/2018 8:00,14,20,27,17,80,9
10/2/2018 8:15,12,21,28,29,67,13
10/2/2018 8:30,21,30,32,21,76,8
10/2/2018 8:45,24,17,25,25,89,5
10/2/2018 9:00,11,15,10,11,50,2
10/2/2018 9:15,8,6,15,16,42,4
10/2/2018 9:30,8,11,15,15,36,6
10/2/2018 9:45,12,8,17,36,49,7
10/2/2018 10:00,11,11,11,29,32,7
10/2/2018 10:15,10,11,15,20,31,2
10/2/2018 10:30,17,10,13,18,40,5
10/2/2018 10:45,9,9,10,22,37,9
10/2/2018 11:00,8,16,9,16,51,3
10/2/2018 11:15,10,15,8,36,58,11
10/2/2018 11:30,18,19,18,28,44,7
10/2/2018 11:45,17,16,21,32,49,15
10/2/2018 12:00,17,20,15,16,59,11
10/2/2018 12:15,14,20,16,25,48,6
10/2/2018 12:30,8,10,15,16,30,5
10/2/2018 12:45,19,26,15,29,45,8
10/2/2018 13:00,8,20,15,29,38,5
10/2/2018 13:15,8,14,15,21,32,9
10/2/2018 13:30,10,17,19,17,35,7
10/2/2018 13:45,10,17,11,26,29,4
10/2/2018 14:00,13,5,15,18,29,5
10/2/2018 14:15,16,17,18,36,30,8
10/2/2018 14:30,20,20,23,39,38,10
10/2/2018 14:45,16,12,20,22,37,6
10/2/2018 15:00,15,22,23,28,36,12
10/2/2018 15:15,25,19,30,24,38,13
10/2/2018 15:30,25,15,37,39,42,13
10/2/2018 15:45,30,16,26,48,47,16
10/2/2018 16:00,30,32,30,41,58,18
10/2/2018 16:15,37,45,28,43,54,12
10/2/2018 16:30,35,38,30,51,79,15
10/2/2018 16:45,34,47,50,66,90,17
10/2/2018 17:00,67,80,50,80,119,29
10/2/2018 17:15,48,91,50,91,133,18
10/2/2018 17:30,49,101,52,109,125,16
10/2/2018 17:45,42,65,51,85,116,32
10/2/2018 18:00,55,69,60,65,111,20
10/2/2018 18:15,32,48,46,67,125,15
10/2/2018 18:30,32,47,51,60,113,17
10/2/2018 18:45,28,38,41,50,84,16
10/2/2018 19:00,29,28,45,63,89,17
10/2/2018 19:15,22,30,35,41,88,12
10/2/2018 19:30,36,34,33,50,79,11
10/2/2018 19:45,32,21,27,53,92,9
10/2/2018 20:00,19,24,29,40,60,14
10/2/2018 20:15,26,33,29,38,49,7
10/2/2018 20:30,14,25,22,42,52,5
10/2/2018 20:45,27,32,31,34,51,8
10/2/2018 21:00,18,18,37,33,70,18
10/2/2018 21:15,24,17,29,26,53,11
10/2/2018 21:30,24,14,17,33,54,11
10/2/2018 21:45,17,13,22,26,39,12
10/2/2018 22:00,15,18,24,21,49,10
10/2/2018 22:15,20,16,20,20,37,8
10/2/2018 22:30,10,21,15,16,39,8
10/2/2018 22:45,19,7,16,12,35,2
10/2/2018 23:00,8,18,18,18,28,10
10/2/2018 23:15,8,8,13,21,27,3
10/2/2018 23:30,8,13,10,10,25,4
10/2/2018 23:45,9,6,10,15,18,5
10/3/2018 0:00,13,4,10,10,23,1
10/3/2018 0:15,5,8,5,15,19,4
10/3/2018 0:30,4,5,4,4,20,1
10/3/2018 0:45,4,4,5,12,8,3
10/3/2018 1:00,4,2,3,6,12,0
10/3/2018 1:15,3,1,3,2,6,1
10/3/2018 1:30,2,1,2,3,6,1
10/3/2018 1:45,3,0,2,9,7,1
10/3/2018 2:00,6,0,2,1,3,0
10/3/2018 2:15,0,2,0,1,11,0
10/3/2018 2:30,0,1,0,7,5,0
10/3/2018 2:45,1,1,1,0,6,1
10/3/2018 3:00,2,0,0,2,2,0
10/3/2018 3:15,4,2,3,1,5,1
10/3/2018 3:30,0,0,1,2,4,0
10/3/2018 3:45,1,2,3,1,2,2
10/3/2018 4:00,0,1,3,0,1,0
10/3/2018 4:15,2,3,1,2,5,0
10/3/2018 4:30,0,1,1,1,2,1
10/3/2018 4:45,2,1,2,1,4,0
10/3/2018 5:00,2,2,2,3,1,0
10/3/2018 5:15,2,4,2,3,5,2
10/3/2018 5:30,8,6,8,6,7,1
10/3/2018 5:45,6,5,6,7,11,0
10/3/2018 6:00,5,4,9,5,15,2
10/3/2018 6:15,11,11,14,9,18,5
10/3/2018 6:30,13,17,19,20,48,3
10/3/2018 6:45,19,29,33,16,41,4
10/3/2018 7:00,29,27,52,14,67,5
10/3/2018 7:15,32,43,64,32,82,9
10/3/2018 7:30,41,49,80,47,132,12
10/3/2018 7:45,59,59,94,55,173,16
10/3/2018 8:00,68,98,104,64,176,25
10/3/2018 8:15,50,101,86,83,214,35
10/3/2018 8:30,53,97,98,97,230,25
10/3/2018 8:45,43,76,86,77,191,24
10/3/2018 9:00,72,82,107,102,198,25
10/3/2018 9:15,54,47,95,82,184,22
10/3/2018 9:30,48,50,75,70,182,20
10/3/2018 9:45,48,36,37,65,99,8
10/3/2018 10:00,38,33,32,51,76,12
10/3/2018 10:15,33,32,33,51,61,12
10/3/2018 10:30,36,41,33,35,60,14
10/3/2018 10:45,30,23,15,37,60,4
10/3/2018 11:00,22,21,25,40,46,7
10/3/2018 11:15,17,24,28,36,65,17
10/3/2018 11:30,27,20,25,51,66,12
10/3/2018 11:45,31,39,37,48,77,15
10/3/2018 12:00,38,51,30,50,81,8
10/3/2018 12:15,37,47,33,50,85,16
10/3/2018 12:30,31,36,29,65,63,15
10/3/2018 12:45,31,42,37,64,87,14
10/3/2018 13:00,40,47,37,62,87,15
10/3/2018 13:15,32,32,31,55,67,17
10/3/2018 13:30,44,43,23,58,87,19
10/3/2018 13:45,28,58,28,40,69,15
10/3/2018 14:00,40,28,32,47,67,9
10/3/2018 14:15,31,34,36,57,76,12
10/3/2018 14:30,27,26,37,62,65,13
10/3/2018 14:45,23,28,28,60,81,18
10/3/2018 15:00,33,41,40,40,71,14
10/3/2018 15:15,37,51,37,53,81,21
10/3/2018 15:30,41,61,54,60,94,19
10/3/2018 15:45,35,45,54,76,110,31
10/3/2018 16:00,41,57,76,102,108,42
10/3/2018 16:15,57,85,65,104,119,34
10/3/2018 16:30,75,85,79,117,123,41
10/3/2018 16:45,84,120,90,121,147,31
10/3/2018 17:00,86,126,114,167,189,41
10/3/2018 17:15,80,113,104,153,208,40
10/3/2018 17:30,107,115,116,174,184,40
10/3/2018 17:45,83,115,110,149,173,37
10/3/2018 18:00,83,126,100,107,153,34
10/3/2018 18:15,69,87,90,104,170,33
10/3/2018 18:30,52,53,74,107,170,33
10/3/2018 18:45,46,64,70,75,140,28
10/3/2018 19:00,53,57,67,77,134,18
10/3/2018 19:15,43,37,43,71,135,16
10/3/2018 19:30,31,37,56,63,91,22
10/3/2018 19:45,30,38,46,51,88,15
10/3/2018 20:00,26,32,45,56,88,19
10/3/2018 20:15,23,26,35,57,84,12
10/3/2018 20:30,42,37,33,52,68,14
10/3/2018 20:45,34,28,26,51,48,14
10/3/2018 21:00,27,26,37,61,86,9
10/3/2018 21:15,39,35,35,45,83,17
10/3/2018 21:30,29,17,24,30,50,8
10/3/2018 21:45,22,23,24,34,71,16
10/3/2018 22:00,34,35,37,33,74,14
10/3/2018 22:15,23,14,31,35,60,11
10/3/2018 22:30,22,10,46,33,56,8
10/3/2018 22:45,15,11,16,21,53,4
10/3/2018 23:00,14,11,12,19,45,6
10/3/2018 23:15,16,12,19,14,32,6
10/3/2018 23:30,20,10,21,13,45,6
10/3/2018 23:45,10,14,9,12,30,3
10/4/2018 0:00,6,7,14,20,27,5
10/4/2018 0:15,8,8,20,14,24,3
10/4/2018 0:30,9,8,20,9,18,1
10/4/2018 0:45,8,2,6,12,16,4
10/4/2018 1:00,4,5,4,4,15,0
10/4/2018 1:15,3,3,4,4,14,0
10/4/2018 1:30,0,2,7,9,8,1
10/4/2018 1:45,4,2,3,3,9,1
10/4/2018 2:00,3,4,3,5,10,1
10/4/2018 2:15,3,1,3,4,10,0
10/4/2018 2:30,3,2,4,3,6,2
10/4/2018 2:45,2,3,2,7,6,0
10/4/2018 3:00,0,0,1,3,4,1
10/4/2018 3:15,2,1,2,1,3,0
10/4/2018 3:30,1,0,1,5,9,2
10/4/2018 3:45,1,2,3,2,7,1
10/4/2018 4:00,1,0,0,2,4,1
10/4/2018 4:15,4,1,2,3,3,0
10/4/2018 4:30,3,2,2,3,2,1
10/4/2018 4:45,2,2,3,2,11,0
10/4/2018 5:00,0,3,3,0,2,0
10/4/2018 5:15,2,5,5,3,6,1
10/4/2018 5:30,6,7,7,1,9,0
10/4/2018 5:45,9,5,7,9,13,4
10/4/2018 6:00,4,4,9,7,14,2
10/4/2018 6:15,17,10,19,14,25,1
10/4/2018 6:30,27,14,21,11,33,2
10/4/2018 6:45,16,26,34,18,49,6
10/4/2018 7:00,28,23,41,21,76,4
10/4/2018 7:15,36,42,64,31,92,11
10/4/2018 7:30,47,45,79,58,131,18
10/4/2018 7:45,61,66,106,52,191,24
10/4/2018 8:00,67,79,130,89,229,23
10/4/2018 8:15,73,114,127,102,271,35
10/4/2018 8:30,68,89,105,89,226,16
10/4/2018 8:45,27,43,34,50,121,6
10/4/2018 9:00,22,20,26,21,70,4
10/4/2018 9:15,31,33,25,29,71,10
10/4/2018 9:30,16,26,16,34,73,13
10/4/2018 9:45,7,13,15,27,53,2
10/4/2018 10:00,5,11,10,24,30,5
10/4/2018 10:15,14,14,8,23,36,10
10/4/2018 10:30,15,8,20,20,52,8
10/4/2018 10:45,14,10,17,20,47,9
10/4/2018 11:00,19,16,12,23,43,8
10/4/2018 11:15,15,20,13,51,63,6
10/4/2018 11:30,17,14,22,34,64,16
10/4/2018 11:45,28,34,33,35,60,14
10/4/2018 12:00,20,40,25,39,65,14
10/4/2018 12:15,26,32,30,41,72,11
10/4/2018 12:30,34,19,28,34,75,20
10/4/2018 12:45,30,25,35,65,67,9
10/4/2018 13:00,25,44,30,63,63,11
10/4/2018 13:15,36,31,26,39,74,13
10/4/2018 13:30,29,43,25,28,86,8
10/4/2018 13:45,26,18,34,53,62,13
10/4/2018 14:00,25,28,25,41,69,15
10/4/2018 14:15,31,33,29,47,80,20
10/4/2018 14:30,38,25,35,71,70,16
10/4/2018 14:45,22,35,37,52,69,17
10/4/2018 15:00,32,40,34,54,79,21
10/4/2018 15:15,39,32,55,61,74,29
10/4/2018 15:30,44,49,58,61,90,26
10/4/2018 15:45,46,66,57,94,105,28
10/4/2018 16:00,55,75,78,109,115,45
10/4/2018 16:15,66,76,65,84,129,22
10/4/2018 16:30,78,88,89,116,151,41
10/4/2018 16:45,92,120,94,140,149,42
10/4/2018 17:00,101,156,122,172,190,45
10/4/2018 17:15,91,137,134,221,215,43
10/4/2018 17:30,81,155,117,179,269,52
10/4/2018 17:45,106,117,125,153,213,37
10/4/2018 18:00,71,126,99,150,190,35
10/4/2018 18:15,72,108,111,128,169,22
10/4/2018 18:30,67,85,79,105,186,40
10/4/2018 18:45,54,81,68,88,168,35
10/4/2018 19:00,61,65,60,93,140,16
10/4/2018 19:15,46,52,57,64,163,16
10/4/2018 19:30,49,41,51,59,115,22
10/4/2018 19:45,49,38,55,58,110,22
10/4/2018 20:00,48,31,42,70,91,18
10/4/2018 20:15,33,38,51,71,86,16
10/4/2018 20:30,43,40,35,45,96,19
10/4/2018 20:45,48,24,38,57,84,10
10/4/2018 21:00,43,39,38,55,84,16
10/4/2018 21:15,34,30,38,44,96,9
10/4/2018 21:30,37,23,36,33,71,10
10/4/2018 21:45,34,23,32,33,68,11
10/4/2018 22:00,23,20,25,31,46,8
10/4/2018 22:15,19,19,28,27,57,5
10/4/2018 22:30,20,20,28,28,58,14
10/4/2018 22:45,24,15,22,23,54,11
10/4/2018 23:00,13,12,29,28,59,9
10/4/2018 23:15,23,8,15,25,46,8
10/4/2018 23:30,19,20,17,15,36,7
10/4/2018 23:45,9,14,23,23,39,2
10/5/2018 0:00,12,6,14,15,30,3
10/5/2018 0:15,18,8,15,19,25,6
10/5/2018 0:30,12,11,7,14,27,8
10/5/2018 0:45,6,4,17,9,16,5
10/5/2018 1:00,5,5,9,16,21,7
10/5/2018 1:15,5,1,5,10,14,4
10/5/2018 1:30,5,2,5,6,13,1
10/5/2018 1:45,6,5,3,7,13,0
10/5/2018 2:00,1,4,6,10,6,1
10/5/2018 2:15,3,6,7,12,10,2
10/5/2018 2:30,4,3,0,7,12,0
10/5/2018 2:45,5,4,3,3,13,2
10/5/2018 3:00,5,1,1,6,13,2
10/5/2018 3:15,4,1,3,3,13,1
10/5/2018 3:30,1,5,6,2,14,1
10/5/2018 3:45,3,2,3,3,4,0
10/5/2018 4:00,5,1,2,0,1,2
10/5/2018 4:15,3,2,0,5,2,0
10/5/2018 4:30,2,3,0,2,5,2
10/5/2018 4:45,1,2,0,1,6,1
10/5/2018 5:00,1,1,4,1,1,0
10/5/2018 5:15,2,4,4,5,9,0
10/5/2018 5:30,3,5,11,6,7,1
10/5/2018 5:45,4,5,7,12,15,2
10/5/2018 6:00,9,9,10,10,13,2
10/5/2018 6:15,8,6,19,6,12,3
10/5/2018 6:30,15,14,13,16,35,2
10/5/2018 6:45,19,23,19,11,35,3
10/5/2018 7:00,18,27,41,17,60,6
10/5/2018 7:15,43,35,47,29,75,8
10/5/2018 7:30,27,36,61,39,111,14
10/5/2018 7:45,46,62,91,48,159,22
10/5/2018 8:00,55,68,111,60,184,25
10/5/2018 8:15,66,84,109,94,228,28
10/5/2018 8:30,71,111,101,94,228,28
10/5/2018 8:45,66,95,88,88,187,23
10/5/2018 9:00,40,62,71,78,159,19
10/5/2018 9:15,35,54,48,56,135,21
10/5/2018 9:30,40,41,57,48,126,14
10/5/2018 9:45,25,31,40,45,100,10
10/5/2018 10:00,16,27,24,46,68,9
10/5/2018 10:15,20,24,31,55,83,12
10/5/2018 10:30,34,33,24,41,70,10
10/5/2018 10:45,31,27,31,27,68,13
10/5/2018 11:00,20,26,27,57,53,10
10/5/2018 11:15,25,24,31,51,87,12
10/5/2018 11:30,32,36,40,57,75,20
10/5/2018 11:45,32,49,35,57,81,18
10/5/2018 12:00,32,55,48,60,102,17
10/5/2018 12:15,36,68,38,55,82,21
10/5/2018 12:30,38,46,52,71,95,23
10/5/2018 12:45,28,71,33,48,103,14
10/5/2018 13:00,26,47,35,72,92,20
10/5/2018 13:15,36,53,45,60,99,9
10/5/2018 13:30,25,39,55,58,89,23
10/5/2018 13:45,22,36,28,56,78,16
10/5/2018 14:00,32,47,44,37,93,22
10/5/2018 14:15,48,55,55,51,112,19
10/5/2018 14:30,34,54,51,62,92,14
10/5/2018 14:45,38,50,54,67,105,26
10/5/2018 15:00,31,43,49,62,108,22
10/5/2018 15:15,42,49,52,70,117,29
10/5/2018 15:30,41,54,54,81,100,34
10/5/2018 15:45,44,52,65,83,100,21
10/5/2018 16:00,46,78,65,99,137,22
10/5/2018 16:15,50,83,81,100,132,30
10/5/2018 16:30,86,106,95,125,144,36
10/5/2018 16:45,86,101,83,119,163,39
10/5/2018 17:00,75,114,86,139,174,36
10/5/2018 17:15,71,130,91,129,189,21
10/5/2018 17:30,70,101,102,124,169,32
10/5/2018 17:45,59,90,93,92,159,19
10/5/2018 18:00,54,73,97,100,141,29
10/5/2018 18:15,51,67,77,87,137,23
10/5/2018 18:30,47,51,65,62,142,20
10/5/2018 18:45,39,57,69,55,124,15
10/5/2018 19:00,39,41,55,48,120,19
10/5/2018 19:15,34,36,54,50,105,15
10/5/2018 19:30,28,19,38,57,104,10
10/5/2018 19:45,26,26,32,46,87,13
10/5/2018 20:00,19,25,23,45,111,8
10/5/2018 20:15,31,27,36,30,66,4
10/5/2018 20:30,30,30,31,31,63,7
10/5/2018 20:45,35,21,36,23,69,10
10/5/2018 21:00,28,23,27,31,65,12
10/5/2018 21:15,15,19,31,26,69,8
10/5/2018 21:30,28,15,36,27,47,8
10/5/2018 21:45,24,15,23,26,59,10
10/5/2018 22:00,22,13,15,34,47,8
10/5/2018 22:15,24,14,14,26,45,13
10/5/2018 22:30,17,6,14,23,46,8
10/5/2018 22:45,18,19,21,27,40,6
10/5/2018 23:00,29,8,20,25,49,6
10/5/2018 23:15,22,8,23,20,43,9
10/5/2018 23:30,11,10,15,26,37,7
10/5/2018 23:45,24,16,17,11,57,6
10/6/2018 0:00,22,14,20,19,42,6
10/6/2018 0:15,13,16,20,23,33,5
10/6/2018 0:30,11,10,28,13,41,2
10/6/2018 0:45,16,9,20,19,38,6
10/6/2018 1:00,28,11,8,15,44,1
10/6/2018 1:15,9,10,22,20,28,4
10/6/2018 1:30,14,6,14,17,28,1
10/6/2018 1:45,10,4,15,14,34,7
10/6/2018 2:00,4,5,20,17,31,2
10/6/2018 2:15,6,11,13,17,18,2
10/6/2018 2:30,9,2,10,10,25,3
10/6/2018 2:45,4,4,17,6,24,2
10/6/2018 3:00,5,3,9,15,22,4
10/6/2018 3:15,7,4,15,13,32,4
10/6/2018 3:30,4,6,6,12,27,2
10/6/2018 3:45,4,3,5,6,22,1
10/6/2018 4:00,3,0,6,9,17,3
10/6/2018 4:15,2,1,6,7,11,0
10/6/2018 4:30,4,1,2,4,6,1
10/6/2018 4:45,3,0,2,4,8,0
10/6/2018 5:00,1,2,0,6,5,1
10/6/2018 5:15,7,0,0,1,4,3
10/6/2018 5:30,3,3,0,4,6,1
10/6/2018 5:45,1,3,3,8,6,2
10/6/2018 6:00,4,1,0,3,6,3
10/6/2018 6:15,1,3,2,2,17,1
10/6/2018 6:30,5,5,8,4,10,3
10/6/2018 6:45,0,2,5,2,16,0
10/6/2018 7:00,3,3,5,1,16,1
10/6/2018 7:15,3,2,5,5,11,1
10/6/2018 7:30,10,8,9,7,23,0
10/6/2018 7:45,6,2,12,6,22,3
10/6/2018 8:00,9,10,14,5,27,3
10/6/2018 8:15,8,10,16,11,34,9
10/6/2018 8:30,14,6,19,10,28,4
10/6/2018 8:45,8,16,17,20,39,4
10/6/2018 9:00,10,10,27,14,40,4
10/6/2018 9:15,13,16,32,16,51,5
10/6/2018 9:30,14,19,39,25,61,5
10/6/2018 9:45,21,19,29,27,71,11
10/6/2018 10:00,13,12,27,21,76,7
10/6/2018 10:15,25,12,20,34,66,15
10/6/2018 10:30,20,18,31,34,78,8
10/6/2018 10:45,33,27,49,28,75,14
10/6/2018 11:00,25,21,49,35,73,7
10/6/2018 11:15,25,30,33,22,68,8
10/6/2018 11:30,29,32,48,17,91,6
10/6/2018 11:45,31,46,51,28,97,11
10/6/2018 12:00,28,33,42,32,72,14
10/6/2018 12:15,24,30,41,22,72,9
10/6/2018 12:30,20,43,38,48,81,20
10/6/2018 12:45,35,41,30,47,87,17
10/6/2018 13:00,47,35,46,27,90,21
10/6/2018 13:15,29,44,47,37,85,12
10/6/2018 13:30,35,38,52,38,87,20
10/6/2018 13:45,32,44,48,49,98,16
10/6/2018 14:00,27,39,40,37,81,11
10/6/2018 14:15,34,32,52,44,85,14
10/6/2018 14:30,28,15,52,27,71,13
10/6/2018 14:45,37,22,30,26,105,13
10/6/2018 15:00,52,25,45,36,76,20
10/6/2018 15:15,31,34,47,44,77,9
10/6/2018 15:30,34,49,57,41,90,12
10/6/2018 15:45,34,25,43,39,97,14
10/6/2018 16:00,30,28,36,50,100,22
10/6/2018 16:15,38,36,57,39,106,10
10/6/2018 16:30,28,25,39,43,93,10
10/6/2018 16:45,30,29,42,42,71,15
10/6/2018 17:00,59,38,54,36,76,16
10/6/2018 17:15,40,22,58,48,76,10
10/6/2018 17:30,37,32,48,44,83,17
10/6/2018 17:45,32,32,37,37,77,17
10/6/2018 18:00,26,19,36,44,61,8
10/6/2018 18:15,38,15,31,41,83,12
10/6/2018 18:30,27,20,41,32,96,14
10/6/2018 18:45,18,24,29,35,78,10
10/6/2018 19:00,15,17,16,32,69,5
10/6/2018 19:15,11,14,26,22,67,13
10/6/2018 19:30,21,20,25,27,68,5
10/6/2018 19:45,16,12,21,43,44,5
10/6/2018 20:00,13,14,16,24,49,3
10/6/2018 20:15,16,20,17,21,54,5
10/6/2018 20:30,11,23,21,25,46,7
10/6/2018 20:45,12,16,17,21,57,11
10/6/2018 21:00,7,10,23,16,48,3
10/6/2018 21:15,13,9,23,19,39,4
10/6/2018 21:30,14,6,16,12,34,4
10/6/2018 21:45,16,11,23,15,39,9
10/6/2018 22:00,22,7,22,19,36,4
10/6/2018 22:15,18,8,16,16,31,6
10/6/2018 22:30,23,10,15,25,26,3
10/6/2018 22:45,18,11,18,22,38,9
10/6/2018 23:00,24,15,10,13,30,5
10/6/2018 23:15,17,9,9,16,29,3
10/6/2018 23:30,10,7,16,13,32,2
10/6/2018 23:45,11,14,24,19,36,5
10/7/2018 0:00,13,11,11,20,47,3
10/7/2018 0:15,13,5,20,13,30,2
10/7/2018 0:30,8,9,11,5,45,2
10/7/2018 0:45,14,6,9,17,17,1
10/7/2018 1:00,12,13,12,10,23,2
10/7/2018 1:15,14,17,29,34,41,3
10/7/2018 1:30,15,8,19,20,36,2
10/7/2018 1:45,4,4,10,7,27,0
10/7/2018 2:00,14,6,10,6,29,3
10/7/2018 2:15,12,9,10,7,25,3
10/7/2018 2:30,6,9,10,11,21,1
10/7/2018 2:45,6,6,8,7,17,1
10/7/2018 3:00,13,7,7,9,17,1
10/7/2018 3:15,17,9,13,20,25,1
10/7/2018 3:30,10,9,12,5,23,1
10/7/2018 3:45,5,3,8,10,14,2
10/7/2018 4:00,4,3,6,4,14,0
10/7/2018 4:15,7,3,8,3,3,1
10/7/2018 4:30,8,2,5,3,13,1
10/7/2018 4:45,3,1,5,2,8,1
10/7/2018 5:00,5,3,2,1,2,1
10/7/2018 5:15,3,0,2,2,4,1
10/7/2018 5:30,3,3,2,3,6,1
10/7/2018 5:45,3,1,0,3,9,2
10/7/2018 6:00,3,2,0,1,3,2
10/7/2018 6:15,1,2,2,3,1,2
10/7/2018 6:30,4,0,4,9,9,1
10/7/2018 6:45,4,3,5,3,8,2
10/7/2018 7:00,4,3,10,2,6,1
10/7/2018 7:15,1,4,7,4,10,0
10/7/2018 7:30,6,2,15,5,12,0
10/7/2018 7:45,6,5,13,8,14,2
10/7/2018 8:00,9,7,10,2,17,3
10/7/2018 8:15,15,11,9,5,17,4
10/7/2018 8:30,5,8,21,11,20,2
10/7/2018 8:45,4,7,19,5,39,10
10/7/2018 9:00,10,5,13,12,32,0
10/7/2018 9:15,15,9,18,16,48,6
10/7/2018 9:30,22,10,38,19,45,7
10/7/2018 9:45,14,18,25,20,41,2
10/7/2018 10:00,21,13,21,15,46,5
10/7/2018 10:15,26,10,31,26,45,16
10/7/2018 10:30,20,15,28,22,53,8
10/7/2018 10:45,28,25,29,21,86,5
10/7/2018 11:00,21,17,39,33,52,6
10/7/2018 11:15,17,26,27,38,78,11
10/7/2018 11:30,27,29,37,27,66,12
10/7/2018 11:45,22,21,34,43,73,6
10/7/2018 12:00,24,25,36,23,61,14
10/7/2018 12:15,18,23,27,33,77,12
